pos index,depth index,current joint depth,current joint position,current joint effort,current torque offset
17,13,0.2269142682,0.0163783719,0.373619074,-0.1539338307
16,13,0.2269118053,0.0155636236,0.337438758,-0.1539338307
15,13,0.2269038979,0.0147110339,0.3042557677,-0.1662299459
14,13,0.2269038979,0.0138576719,0.2723472307,-0.1662299459
13,13,0.2269005275,0.0129124094,0.2487934438,-0.1662299459
12,13,0.226900009,0.0120532553,0.2161768771,-0.1730506317
11,13,0.2268961202,0.0111666856,0.186793646,-0.1730506317
10,13,0.2268931387,0.0102870663,0.1555695377,-0.1730506317
9,13,0.226890935,0.0093985659,0.1267999322,-0.1752927256
8,13,0.2268870461,0.0085328476,0.095292612,-0.1752927256
7,13,0.2268870461,0.0075736841,0.072069239,-0.1752927256
6,13,0.2268844535,0.0067106687,0.0396650812,-0.1432897847
5,13,0.226881861,0.0058731384,0.0047120167,-0.1432897847
4,13,0.2268805647,0.0049529747,-0.021603086,-0.1432897847
3,13,0.2268779073,0.0041231671,-0.0571225742,-0.1432897847
2,13,0.2268766758,0.0032431617,-0.0881106726,-0.1432897847
1,13,0.2268766758,0.0024094927,-0.123488555,-0.0911079982
0,13,0.2268766758,0.0016140512,-0.1611557333,-0.1432897847
-1,13,0.2268766758,0.0008398472,-0.202150651,-0.1432897847
-2,13,0.2268766758,3.6683e-05,-0.2413518935,-0.1432897847
-3,13,0.2268766758,-0.0007981444,-0.2755497264,-0.2006637887
-4,13,0.2268740832,-0.001627566,-0.3102195791,-0.2006637887
-5,13,0.2268753795,-0.0024944427,-0.3438981903,-0.2006637887
-6,13,0.2268730462,-0.0033377651,-0.3775295994,-0.2006637887
-7,13,0.2268727869,-0.0042270378,-0.4067476237,-0.2104109971
-8,13,0.2268727869,-0.0050661128,-0.4433055555,-0.2104109971
-9,13,0.2268727869,-0.005832594,-0.4827192069,-0.2104109971
0,13,0.2268883424,0.0002780184,-0.027786545,-0.0736904684
1,13,0.2268883424,-0.0003316914,-0.0848301352,-0.0736904684
2,13,0.2268896387,-0.0009885098,-0.1386639909,-0.0736904684
3,13,0.2268870461,-0.0016526648,-0.189335314,-0.0736904684
4,13,0.2268870461,-0.0022229887,-0.2504618752,-0.0736904684
5,13,0.2268870461,-0.0029883115,-0.2939348968,-0.0736904684
6,13,0.2268844535,-0.0038617526,-0.3237429457,-0.0736904684
7,13,0.2268849072,-0.0046440654,-0.3659415139,-0.1486708101
8,13,0.226881861,-0.0054117051,-0.4068420276,-0.1486708101
9,13,0.226881861,-0.0062148693,-0.4445328069,-0.1486708101
10,13,0.2268831573,-0.0069103014,-0.4936228638,-0.1486708101
11,13,0.2268831573,-0.0078038216,-0.5226992821,-0.1724842079
12,13,0.226881861,-0.0086567974,-0.5563070903,-0.1724842079
13,13,0.226881861,-0.0094769516,-0.5910477459,-0.1724842079
14,13,0.2268831573,-0.0102994227,-0.6282665054,-0.1986813056
15,13,0.2268844535,-0.0111516263,-0.6612134859,-0.1986813056
16,13,0.2268857498,-0.0119934042,-0.6966857722,-0.1986813056
17,13,0.2268883424,-0.01282939,-0.7299395655,-0.2033543014
18,13,0.2268870461,-0.0136476135,-0.7670875221,-0.2033543014
19,13,0.2268886665,-0.0144179561,-0.8068787893,-0.2033543014
20,13,0.2268883424,-0.0152404272,-0.843601928,-0.2118742584
21,13,0.226890935,-0.0159949382,-0.8863433189,-0.2118742584
22,13,0.2268896387,-0.0168683793,-0.9186058707,-0.2118742584
23,13,0.2268922313,-0.0178541861,-0.9377698737,-0.2118742584
24,13,0.2268923609,-0.0186025189,-0.9813372992,-0.2316046851
